Species,Diameter,Condition,Sidewalk_Condition,Borough,Longitude,Latitude
PLAC,17,Excellent,Good,Manhattan,-73.975507,40.724409
PLAC,16,Excellent,Good,Manhattan,-73.975507,40.724409
PLAC,11,Excellent,Good,Manhattan,-73.975423,40.724524
PLAC,8,Excellent,Good,Manhattan,-73.975423,40.724524
PLAC,19,Excellent,Good,Manhattan,-73.975507,40.724409
PLAC,20,Excellent,Good,Manhattan,-73.975507,40.724409
PLAC,18,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,18,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,19,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,18,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,20,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,11,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,13,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,8,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,14,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,15,Excellent,Good,Manhattan,-73.974922,40.72521
ACPL,3,Good,Good,Manhattan,-73.974876,40.725274
PLAC,15,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,17,Good,Good,Manhattan,-73.974876,40.725274
PLAC,18,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,22,Excellent,Good,Manhattan,-73.974876,40.725274
PLAC,21,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,21,Excellent,Good,Manhattan,-73.974922,40.72521
PLAC,20,Excellent,Good,Manhattan,-73.974922,40.72521
PYCA,4,Excellent,Good,Manhattan,-73.97523,40.724787
GLTR,3,Excellent,Good,Manhattan,-73.974922,40.72521
GLTR,3,Excellent,Good,Manhattan,-73.974876,40.725274
PYCA,5,Excellent,Good,Manhattan,-73.974876,40.725274
PYCA,2,Good,Good,Manhattan,-73.978653,40.72012
PS,0,Planting Space,Good,Manhattan,-73.978446,40.720392
PYCA,2,Good,Good,Manhattan,-73.97813,40.720812
PLAC,10,Poor,Good,Manhattan,-73.975948,40.722068
PLAC,9,Good,Good,Manhattan,-73.975948,40.722068
PYCA,6,Excellent,Good,Manhattan,-73.975948,40.722068
ACPL,3,Good,Good,Manhattan,-73.975948,40.722068
PLAC,11,Good,Good,Manhattan,-73.975948,40.722068
PS,0,Planting Space,Good,Manhattan,-73.974511,40.725777
QUPA,3,Poor,Good,Manhattan,-73.974328,40.726028
GLTR,3,Stump,Good,Manhattan,-73.974328,40.726028
PLAC,10,Good,Good,Manhattan,-73.974205,40.726197
PLAC,8,Poor,Good,Manhattan,-73.974205,40.726197
PLAC,14,Good,Good,Manhattan,-73.99456,40.719077
PLAC,18,Stump,Good,Manhattan,-73.994406,40.71957
PLAC,18,Good,Good,Manhattan,-73.994274,40.71984
PLAC,5,Excellent,Good,Manhattan,-73.994175,40.720042
PS,0,Planting Space,Good,Manhattan,-73.994142,40.72011
PS,0,Planting Space,Good,Manhattan,-73.993966,40.720503
PLAC,13,Good,Good,Manhattan,-73.993932,40.720588
PLAC,15,Good,Good,Manhattan,-73.993899,40.720672
GIBI,5,Good,Good,Manhattan,-73.993832,40.720842
GLTR,5,Good,Good,Manhattan,-73.993378,40.722031
PLAC,10,Good,Good,Manhattan,-73.993189,40.722635
UNKSTMP,0,Stump,Good,Manhattan,-73.99542,40.717298
PS,0,Planting Space,Good,Manhattan,-73.994539,40.719132
UNKDEAD,4,Dead,Good,Manhattan,-73.994274,40.71984
PS,0,Planting Space,Good,Manhattan,-73.994241,40.719908
PS,0,Planting Space,Good,Manhattan,-73.994175,40.720042
PYCA,6,Excellent,Good,Manhattan,-73.994142,40.72011
PLAC,14,Good,Good,Manhattan,-73.993799,40.720927
TICO,3,Excellent,Good,Manhattan,-73.991905,40.719672
TICO,4,Excellent,Good,Manhattan,-73.991662,40.719599
GLTR,3,Excellent,Good,Manhattan,-73.992491,40.719102
GIBI,3,Good,Good,Manhattan,-73.992491,40.719102
GIBI,4,Excellent,Good,Manhattan,-73.99245,40.719181
SOJA,3,Excellent,Good,Manhattan,-73.991329,40.721316
SOJA,3,Good,Good,Manhattan,-73.991329,40.721316
SOJA,3,Excellent,Good,Manhattan,-73.991329,40.721316
PS,0,Planting Space,Good,Manhattan,-73.990969,40.72207
PS,0,Planting Space,Good,Manhattan,-73.990969,40.72207
UNKDEAD,4,Dead,Good,Manhattan,-73.990969,40.72207
SOJA,13,Excellent,Good,Manhattan,-73.99047,40.723045
SOJA,11,Excellent,Good,Manhattan,-73.990408,40.723165
SOJA,13,Excellent,Good,Manhattan,-73.990346,40.723286
FRPE,6,Poor,Good,Manhattan,-73.989651,40.723248
UNKDEAD,0,Dead,Good,Manhattan,-73.989529,40.723214
FRPE,5,Excellent,Good,Manhattan,-73.989529,40.723214
SOJA,3,Good,Good,Manhattan,-73.989529,40.723214
FRPE,5,Excellent,Good,Manhattan,-73.989529,40.723214
FRPE,5,Good,Good,Manhattan,-73.989529,40.723214
FRPE,4,Good,Good,Manhattan,-73.989529,40.723214
PS,0,Planting Space,Good,Manhattan,-73.989529,40.723214
FRPE,6,Good,Good,Manhattan,-73.99026,40.723421
PLAC,16,Good,Good,Manhattan,-73.99026,40.723421
PLAC,15,Good,Good,Manhattan,-73.99026,40.723421
PLAC,19,Good,Good,Manhattan,-73.990138,40.723387
PLAC,14,Good,Good,Manhattan,-73.990138,40.723387
PLAC,7,Good,Good,Manhattan,-73.990016,40.723352
PLAC,6,Excellent,Good,Manhattan,-73.990016,40.723352
PLAC,21,Excellent,Good,Manhattan,-73.989529,40.723214
PLAC,21,Good,Good,Manhattan,-73.989529,40.723214
PLAC,9,Excellent,Good,Manhattan,-73.989529,40.723214
PLAC,17,Good,Good,Manhattan,-73.994827,40.71601
SOJA,19,Excellent,Good,Manhattan,-73.994466,40.716872
UNKDEAD,11,Dead,Good,Manhattan,-73.993914,40.717975
SOJA,15,Good,Good,Manhattan,-73.993876,40.71805
SOJA,13,Poor,Good,Manhattan,-73.994054,40.718217
SOJA,15,Poor,Good,Manhattan,-73.993669,40.718457
SOJA,13,Good,Good,Manhattan,-73.993128,40.719521
SOJA,13,Good,Good,Manhattan,-73.992229,40.721243
GLTR,6,Good,Good,Manhattan,-73.99221,40.72128
PS,0,Planting Space,Good,Manhattan,-73.993182,40.715781
PS,0,Planting Space,Good,Manhattan,-73.993112,40.715917
PS,0,Planting Space,Good,Manhattan,-73.993076,40.715986
GIBI,6,Good,Good,Manhattan,-73.993041,40.716053
PS,0,Planting Space,Good,Manhattan,-73.992935,40.716258
GIBI,6,Good,Good,Manhattan,-73.992865,40.716394
SOJA,17,Good,Good,Manhattan,-73.992773,40.716573
SOJA,16,Excellent,Good,Manhattan,-73.992773,40.716573
SOJA,16,Excellent,Good,Manhattan,-73.992735,40.716648
SOJA,17,Poor,Good,Manhattan,-73.992657,40.716802
PYCA,7,Good,Good,Manhattan,-73.990743,40.7208
PYCA,4,Good,Good,Manhattan,-73.990947,40.72086
FRPE,5,Excellent,Good,Manhattan,-73.992716,40.721409
FRPE,4,Good,Good,Manhattan,-73.992735,40.721414
PS,0,Planting Space,Good,Manhattan,-73.99293,40.721467
FRPE,4,Good,Good,Manhattan,-73.993124,40.721521
FRPE,5,Poor,Good,Manhattan,-73.993124,40.721521
GLTR,5,Good,Good,Manhattan,-73.993512,40.721627
GLTR,5,Good,Good,Manhattan,-73.993512,40.721627
PS,0,Planting Space,Good,Manhattan,-73.993512,40.721627
GIBI,6,Excellent,Good,Manhattan,-73.993032,40.716528
GIBI,7,Excellent,Good,Manhattan,-73.993032,40.716528
UNKDEAD,6,Dead,Good,Manhattan,-73.993032,40.716528
GIBI,9,Excellent,Good,Manhattan,-73.993032,40.716528
PS,0,Planting Space,Good,Manhattan,-73.993032,40.716528
PS,0,Planting Space,Good,Manhattan,-73.990147,40.721953
PS,0,Planting Space,Good,Manhattan,-73.990336,40.722009
UNKDEAD,5,Dead,Good,Manhattan,-73.990336,40.722009
GLTR,5,Good,Good,Manhattan,-73.990525,40.722066
UNKDEAD,6,Dead,Good,Manhattan,-73.990525,40.722066
PLAC,14,Excellent,Good,Manhattan,1,1
PS,0,Planting Space,Good,Manhattan,-73.990714,40.722122
PYCA,4,Poor,Good,Manhattan,-73.990714,40.722122
SOJA,11,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
CR,4,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,8,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,7,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,8,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,6,Good,Good,Manhattan,-73.992632,40.722698
PS,0,Planting Space,Good,Manhattan,-73.992632,40.722698
PYCA,8,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,6,Excellent,Good,Manhattan,-73.992632,40.722698
PYCA,9,Excellent,Good,Manhattan,-73.992632,40.722698
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
GLTR,7,Poor,Good,Manhattan,-73.990839,40.720353
GLTR,3,Poor,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
PS,0,Planting Space,Good,Manhattan,-73.990839,40.720353
GLTR,4,Good,Good,Manhattan,-73.99085,40.720332
GLTR,4,Good,Good,Manhattan,-73.99085,40.720332
GLTR,3,Poor,Good,Manhattan,-73.990585,40.720849
GLTR,3,Poor,Good,Manhattan,-73.990547,40.720923
PYCA,4,Poor,Good,Manhattan,-73.990405,40.721203
GLTR,5,Good,Good,Manhattan,-73.990417,40.721179
GLTR,4,Poor,Good,Manhattan,-73.990417,40.721179
GLTR,4,Good,Good,Manhattan,-73.990333,40.721343
UNKDEAD,0,Dead,Good,Manhattan,-73.990333,40.721343
UNKDEAD,0,Dead,Good,Manhattan,-73.990317,40.721376
PYCA,4,Poor,Good,Manhattan,-73.990226,40.721554
PS,0,Planting Space,Good,Manhattan,-73.99025,40.721508
GLTR,4,Good,Good,Manhattan,-73.99025,40.721508
PS,0,Planting Space,Good,Manhattan,-73.990155,40.721694
PS,0,Planting Space,Good,Manhattan,-73.990155,40.721694
PS,0,Planting Space,Good,Manhattan,-73.990149,40.721706
PS,0,Planting Space,Good,Manhattan,-73.990149,40.721706
PS,0,Planting Space,Good,Manhattan,-73.990149,40.721706
PS,0,Planting Space,Good,Manhattan,-73.989522,40.721797
PS,0,Planting Space,Good,Manhattan,-73.989522,40.721797
PLAC,15,Good,Good,Manhattan,-73.98998,40.719091
PLAC,4,Good,Good,Manhattan,-73.988584,40.722887
TI,3,Good,Good,Manhattan,-73.991272,40.71948
TI,3,Poor,Good,Manhattan,-73.990848,40.719359
TI,4,Poor,Good,Manhattan,-73.98998,40.719091
TI,4,Poor,Good,Manhattan,-73.989023,40.718798
GLTR,5,Good,Good,Manhattan,-73.989522,40.721797
PYCA,3,Poor,Good,Manhattan,-73.989218,40.721724
GLTR,5,Good,Good,Manhattan,-73.989218,40.721724
PS,0,Planting Space,Good,Manhattan,-73.98932,40.721748
PS,0,Planting Space,Good,Manhattan,-73.98932,40.721748
GLTR,3,Poor,Good,Manhattan,-73.989467,40.717908
PYCA,8,Poor,Good,Manhattan,-73.989467,40.717908
PYCA,6,Poor,Good,Manhattan,-73.989411,40.718017
FRPE,3,Poor,Good,Manhattan,-73.988467,40.722856
PLAC,11,Poor,Good,Manhattan,-73.988584,40.722887
PLAC,9,Poor,Good,Manhattan,-73.988349,40.722825
PLAC,11,Poor,Good,Manhattan,-73.988231,40.722794
FRPE,4,Poor,Good,Manhattan,-73.987855,40.722693
FRPE,4,Good,Good,Manhattan,-73.987788,40.722657
PLAC,11,Poor,Good,Manhattan,-73.987788,40.722657
FRPE,5,Poor,Good,Manhattan,-73.987589,40.722551
ACRU,3,Good,Good,Manhattan,-73.987589,40.722551
FRPE,7,Poor,Good,Manhattan,-73.987655,40.722586
FRPE,7,Poor,Good,Manhattan,-73.987389,40.722444
PLAC,10,Good,Good,Manhattan,-73.987389,40.722444
ACRU,3,Good,Good,Manhattan,-73.987256,40.722373
ACRU,3,Good,Good,Manhattan,-73.987256,40.722373
FRPE,8,Poor,Good,Manhattan,-73.987256,40.722373
PYCA,7,Good,Good,Manhattan,1,1
PS,0,Planting Space,Good,Manhattan,1,1
PS,0,Planting Space,Good,Manhattan,1,1
PYCA,5,Good,Good,Manhattan,-73.98463,40.719938
GLTR,3,Good,Good,Manhattan,-73.984659,40.719882
PYCA,5,Good,Good,Manhattan,-73.984577,40.720041
GLTR,3,Good,Good,Manhattan,-73.984659,40.719882
PYCA,6,Good,Good,Manhattan,-73.984977,40.719267
PS,0,Planting Space,Good,Manhattan,-73.984977,40.719267
PYCA,7,Good,Good,Manhattan,-73.984972,40.719276
PYCA,5,Good,Good,Manhattan,-73.985003,40.719217
PS,0,Planting Space,Good,Manhattan,-73.985063,40.7191
GLTR,3,Unknown,Good,Manhattan,-73.983147,40.720946
GLTR,3,Unknown,Good,Manhattan,-73.983147,40.720946
PLAC,7,Unknown,Good,Manhattan,-73.98369,40.719898
PLAC,8,Unknown,Good,Manhattan,-73.98369,40.719898
PYCA,4,Good,Good,Manhattan,-73.985308,40.720487
PLAC,11,Good,Good,Manhattan,-73.983707,40.719869
PLAC,12,Good,Raised,Manhattan,-73.983707,40.719869
PLAC,12,Good,Raised,Manhattan,-73.983707,40.719869
PLAC,13,Good,Raised,Manhattan,-73.983707,40.719869
PLAC,15,Good,Good,Manhattan,-73.983707,40.719869
PLAC,9,Good,Good,Manhattan,-73.983707,40.719869
PLAC,8,Good,Good,Manhattan,-73.983707,40.719869
PLAC,11,Good,Raised,Manhattan,-73.983707,40.719869
ULAM,3,Poor,Good,Manhattan,-73.980788,40.765838
PLAC,11,Good,Good,Manhattan,-73.983707,40.719869
PLAC,10,Good,Good,Manhattan,-73.983707,40.719869
PLAC,11,Good,Good,Manhattan,-73.983707,40.719869
PLAC,10,Good,Good,Manhattan,-73.983707,40.719869
PLAC,11,Good,Good,Manhattan,-73.983707,40.719869
PLAC,14,Good,Good,Manhattan,-73.983707,40.719869
UNKDEAD,5,Dead,Good,Manhattan,-73.984729,40.718951
PS,0,Planting Space,Good,Manhattan,-73.984398,40.718825
PLAC,6,Good,Good,Manhattan,-73.984398,40.718825
PLAC,26,Good,Good,Manhattan,-73.984398,40.718825
GLTR,4,Good,Good,Manhattan,-73.992649,40.725377
PLAC,12,Good,Good,Manhattan,-73.986274,40.719448
SOJA,11,Excellent,Good,Manhattan,-73.992776,40.725401
PS,0,Planting Space,Good,Manhattan,-73.986274,40.719448
PLAC,10,Good,Good,Manhattan,-73.986274,40.719448
PLAC,14,Good,Good,Manhattan,-73.986274,40.719448
SOJA,11,Excellent,Good,Manhattan,-73.993283,40.725517
SOJA,13,Excellent,Raised,Manhattan,-73.993051,40.725454
SOJA,13,Excellent,Good,Manhattan,-73.993051,40.725454
SOJA,15,Excellent,Good,Manhattan,-73.993051,40.725454
ACPL,6,Good,Good,Manhattan,-73.986274,40.72052
PYCA,3,Excellent,Good,Manhattan,-73.993516,40.72558
PYCA,3,Excellent,Good,Manhattan,-73.993516,40.72558
SOJA,10,Excellent,Good,Manhattan,-73.994063,40.725732
SOJA,13,Poor,Good,Manhattan,-73.994707,40.72536
PLAC,12,Good,Good,Manhattan,-73.983883,40.717675
PYCA,9,Excellent,Good,Manhattan,-73.994824,40.725123
PLAC,12,Good,Good,Manhattan,-73.983883,40.717675
PLAC,12,Good,Good,Manhattan,-73.983883,40.717675
PLAC,12,Good,Good,Manhattan,-73.983883,40.717675
PLAC,12,Good,Good,Manhattan,-73.98384,40.717754
PS,0,Planting Space,Good,Manhattan,-73.98384,40.717754
PS,0,Planting Space,Good,Manhattan,-73.98384,40.717754
PLAC,10,Good,Good,Manhattan,-73.98384,40.717754
PYCA,4,Excellent,Good,Manhattan,-73.994824,40.725123
PLAC,10,Good,Good,Manhattan,-73.98384,40.717754
PLAC,8,Good,Good,Manhattan,-73.98384,40.717754
PYCA,9,Excellent,Good,Manhattan,-73.994707,40.72536
PLAC,11,Good,Good,Manhattan,-73.98384,40.717754
PLAC,13,Good,Raised,Manhattan,-73.98384,40.717754
GLTR,4,Good,Good,Manhattan,-73.98384,40.717754
GLTR,4,Good,Good,Manhattan,-73.98384,40.717754
GLTR,4,Good,Good,Manhattan,-73.98384,40.717754
GLTR,4,Excellent,Good,Manhattan,-73.98384,40.717754
GLTR,4,Excellent,Good,Manhattan,-73.98384,40.717754
GLTR,4,Excellent,Good,Manhattan,-73.98384,40.717754
GLTR,4,Excellent,Good,Manhattan,-73.98384,40.717754
TICO,6,Excellent,Good,Manhattan,-73.994707,40.72536
UNKNOWN,0,Unknown,Good,Manhattan,-73.994707,40.72536
TICO,7,Poor,Good,Manhattan,-73.994707,40.72536
TICO,8,Excellent,Good,Manhattan,-73.994707,40.72536
PYCA,5,Good,Good,Manhattan,-73.983548,40.716355
SOJA,13,Excellent,Good,Manhattan,-73.993516,40.72558
PYCA,7,Good,Good,Manhattan,1,1
PYCA,3,Excellent,Good,Manhattan,-73.993516,40.72558
PYCA,3,Excellent,Good,Manhattan,-73.993516,40.72558
PYCA,6,Good,Good,Manhattan,-73.984213,40.720734
PYCA,4,Good,Good,Manhattan,-73.984213,40.720734
SOJA,6,Excellent,Good,Manhattan,-73.99397,40.72517
PYCA,7,Good,Good,Manhattan,-73.984129,40.720894
SOJA,11,Poor,Good,Manhattan,-73.993999,40.725104
PYCA,7,Good,Good,Manhattan,-73.984129,40.720894
PYCA,6,Good,Good,Manhattan,1,1
PYCA,7,Good,Good,Manhattan,-73.983918,40.721295
SOJA,13,Excellent,Good,Manhattan,1,1
PYCA,6,Good,Good,Manhattan,-73.983918,40.721295
SOJA,12,Excellent,Good,Manhattan,1,1
PYCA,6,Good,Good,Manhattan,-73.983876,40.721374
SOJA,4,Excellent,Good,Manhattan,-73.99428,40.724729
PYCA,5,Good,Good,Manhattan,-73.983876,40.721374
PYCA,7,Good,Good,Manhattan,-73.984002,40.721134
PYCA,6,Excellent,Good,Manhattan,-73.99428,40.724729
PYCA,5,Good,Good,Manhattan,-73.984171,40.720814
PYCA,6,Good,Good,Manhattan,-73.984171,40.720814
PYCA,5,Good,Good,Manhattan,-73.98434,40.720494
GLTR,8,Excellent,Good,Manhattan,-73.995436,40.728374
PYCA,7,Excellent,Good,Manhattan,-73.984424,40.720334
PYCA,7,Excellent,Good,Manhattan,-73.984424,40.720334
GLTR,6,Good,Good,Manhattan,-73.995436,40.728374
GLTR,8,Poor,Good,Manhattan,-73.995436,40.728374
GLTR,7,Excellent,Good,Manhattan,-73.995436,40.728374
GLTR,6,Excellent,Good,Manhattan,-73.995436,40.728374
GLTR,10,Good,Good,Manhattan,-73.995436,40.728374
GIBI,4,Excellent,Good,Manhattan,-73.984184,40.716283
PYCA,2,Poor,Good,Manhattan,-73.995325,40.727145
GIBI,4,Excellent,Good,Manhattan,-73.984184,40.716283
SOJA,0,Dead,Good,Manhattan,-73.984184,40.716283
COMA,2,Good,Good,Manhattan,-73.995526,40.726906
COMA,2,Good,Good,Manhattan,-73.995557,40.726869
COMA,1,Poor,Good,Manhattan,-73.99565,40.726758
COMA,2,Poor,Good,Manhattan,-73.99565,40.726758
PYCA,2,Good,Good,Manhattan,-73.995742,40.726648
PS,0,Planting Space,Good,Manhattan,-73.984184,40.716283
PS,0,Planting Space,Good,Manhattan,-73.984184,40.716283
COMA,2,Good,Good,Manhattan,-73.995742,40.726648
PYCA,4,Poor,Good,Manhattan,-73.984184,40.716283
PYCA,3,Poor,Good,Manhattan,-73.984184,40.716283
COMA,2,Poor,Good,Manhattan,-73.995742,40.726648
COMA,2,Good,Good,Manhattan,-73.995742,40.726648
COMA,2,Good,Good,Manhattan,-73.995835,40.726537
PYCA,2,Excellent,Good,Manhattan,-73.995835,40.726537
PYCA,3,Good,Good,Manhattan,-73.995835,40.726537
GIBI,11,Excellent,Raised,Manhattan,-73.984184,40.716283
PYCA,2,Good,Good,Manhattan,-73.995835,40.726537
GIBI,9,Poor,Good,Manhattan,-73.984184,40.716283
GIBI,10,Good,Raised,Manhattan,-73.984184,40.716283
SOJA,15,Good,Raised,Manhattan,-73.983964,40.716219
SOJA,15,Good,Raised,Manhattan,-73.983964,40.716219
FRPE,6,Good,Good,Manhattan,-73.987494,40.719929
FRPE,6,Good,Good,Manhattan,-73.987494,40.719929
FRPE,4,Good,Good,Manhattan,-73.987329,40.720248
FRPE,5,Good,Good,Manhattan,-73.987329,40.720248
FRPE,6,Good,Good,Manhattan,-73.987329,40.720248
FRPE,6,Good,Good,Manhattan,-73.987225,40.720449
FRPE,6,Good,Good,Manhattan,-73.987124,40.720646
FRPE,5,Good,Good,Manhattan,-73.987124,40.720646
FRPE,5,Good,Good,Manhattan,-73.987124,40.720646
PS,0,Planting Space,Good,Manhattan,-73.987124,40.720646
QUPH,6,Good,Good,Manhattan,-73.981448,40.72043
QUPH,5,Good,Good,Manhattan,-73.981448,40.72043
PS,0,Planting Space,Good,Manhattan,-73.981448,40.72043
SOJA,11,Good,Raised,Manhattan,-73.982215,40.720874
PS,0,Planting Space,Good,Manhattan,-73.982215,40.720874
TICO,8,Good,Good,Manhattan,-73.982215,40.720874
TICO,8,Good,Good,Manhattan,-73.982215,40.720874
GIBI,6,Excellent,Good,Manhattan,-73.99851,40.729793
TICO,8,Good,Good,Manhattan,-73.982447,40.720421
GIBI,6,Excellent,Good,Manhattan,-73.99851,40.729793
TICO,7,Good,Good,Manhattan,-73.982447,40.720421
QUPA,6,Excellent,Good,Manhattan,-73.99851,40.729793
GLTR,7,Good,Good,Manhattan,-73.982447,40.720421
GLTR,9,Good,Good,Manhattan,-73.982447,40.720421
QUPA,6,Poor,Good,Manhattan,-73.99851,40.729793
GLTR,6,Good,Good,Manhattan,-73.982447,40.720421
QUPA,5,Poor,Good,Manhattan,-73.99851,40.729793
QUPA,4,Poor,Good,Manhattan,-73.99851,40.729793
TICO,9,Good,Good,Manhattan,-73.982485,40.720345
GIBI,5,Excellent,Good,Manhattan,-73.99851,40.729793
TICO,6,Good,Good,Manhattan,-73.982524,40.72027
GIBI,5,Excellent,Good,Manhattan,-73.99851,40.729793
GLTR,7,Good,Good,Manhattan,-73.982524,40.72027
UNKSTMP,0,Stump,Good,Manhattan,-73.982716,40.719891
GLTR,4,Excellent,Good,Manhattan,-73.998596,40.729695
GLTR,5,Excellent,Good,Manhattan,-73.998596,40.729695
TICO,9,Good,Good,Manhattan,-73.982716,40.719891
PLAC,13,Excellent,Good,Manhattan,1,1
GLTR,5,Excellent,Good,Manhattan,-73.998596,40.729695
GLTR,5,Excellent,Good,Manhattan,-73.998596,40.729695
GLTR,5,Excellent,Good,Manhattan,-73.998596,40.729695
GLTR,5,Excellent,Good,Manhattan,-73.998596,40.729695
SOJA,10,Excellent,Good,Manhattan,-73.998785,40.729474
ACPL,6,Excellent,Good,Manhattan,-73.985449,40.72053
UNKNOWN,0,Unknown,Good,Manhattan,-73.998894,40.729345
ACPL,6,Excellent,Good,Manhattan,-73.985797,40.720636
ACPL,6,Good,Good,Manhattan,-73.985913,40.720671
ACPL,6,Good,Good,Manhattan,-73.985913,40.720671
UNKNOWN,0,Unknown,Good,Manhattan,-73.998949,40.72928
PYCA,2,Good,Good,Manhattan,-73.999059,40.729152
SOJA,9,Excellent,Good,Manhattan,-73.999059,40.729152
TICO,4,Good,Good,Manhattan,-73.999114,40.729087
GLTR,3,Good,Good,Manhattan,-73.982321,40.719572
UNKNOWN,0,Unknown,Good,Manhattan,-73.999168,40.729023
GLTR,8,Good,Good,Manhattan,-73.98204,40.719486
SOJA,8,Excellent,Good,Manhattan,-73.999333,40.72883
PYCA,8,Excellent,Good,Manhattan,-73.999384,40.72877
GLTR,5,Excellent,Good,Manhattan,-73.999384,40.72877
PS,0,Planting Space,Good,Manhattan,-73.982812,40.719704
SOJA,9,Good,Good,Manhattan,-73.999443,40.728701
PS,0,Planting Space,Good,Manhattan,-73.982919,40.719495
SOJA,8,Excellent,Good,Manhattan,-73.999454,40.728688
UNKSTMP,0,Stump,Good,Manhattan,-73.986651,40.720893
PS,0,Planting Space,Good,Manhattan,-73.986555,40.720864
SOJA,9,Excellent,Good,Manhattan,-73.999498,40.728636
FRPE,5,Good,Good,Manhattan,-73.986555,40.720864
FRPE,5,Good,Good,Manhattan,-73.986555,40.720864
FRPE,7,Good,Good,Manhattan,-73.986555,40.720864
PS,0,Planting Space,Good,Manhattan,-73.986555,40.720864
GLTR,2,Good,Good,Manhattan,-73.983594,40.721403
SOJA,5,Good,Good,Manhattan,-73.99969,40.728429
PS,0,Planting Space,Good,Manhattan,-73.983594,40.721403
GLTR,13,Good,Good,Manhattan,-73.983522,40.721381
FRPE,7,Good,Good,Manhattan,-73.983306,40.721315
FRPE,7,Good,Good,Manhattan,-73.983161,40.721271
FRPE,5,Good,Good,Manhattan,-73.98345,40.721359
ACPL,4,Poor,Good,Manhattan,-73.999553,40.728571
SOJA,8,Excellent,Good,Manhattan,-74.000019,40.728018
SOJA,4,Excellent,Good,Manhattan,-74.000019,40.728018
FRPE,6,Good,Good,Manhattan,-73.982992,40.721219
UNKNOWN,0,Unknown,Good,Manhattan,-74.000109,40.727911
UNKNOWN,0,Unknown,Good,Manhattan,-74.000291,40.727694
UNKNOWN,0,Unknown,Good,Manhattan,-74.000248,40.727745
PLAC,10,Good,Good,Manhattan,-74.000386,40.72758
UNKNOWN,0,Unknown,Good,Manhattan,-74.000508,40.727435
FRPE,5,Good,Good,Manhattan,-73.982789,40.721157
FRPE,5,Good,Good,Manhattan,-73.982688,40.721126
ACPS,11,Good,Good,Manhattan,-73.982891,40.721188
GLTR,9,Good,Good,Manhattan,-73.982688,40.721126
PS,0,Planting Space,Good,Manhattan,-73.982688,40.721126
ACPS,13,Good,Good,Manhattan,-73.982282,40.721002
PYCA,3,Good,Good,Manhattan,-73.982789,40.721157
UNKNOWN,0,Unknown,Good,Manhattan,-74.000619,40.727284
PYCA,4,Good,Good,Manhattan,-73.982688,40.721126
PS,0,Planting Space,Good,Manhattan,-73.982688,40.721126
PS,0,Planting Space,Good,Manhattan,-73.982688,40.721126
GLTR,3,Good,Raised,Manhattan,-73.988561,40.717859
GLTR,3,Good,Good,Manhattan,-73.988561,40.717859
PYCA,7,Good,Good,Manhattan,-73.988561,40.717859
ZESE,2,Good,Good,Manhattan,-73.986955,40.718129
ZESE,2,Good,Good,Manhattan,-73.986955,40.718129
ZESE,2,Good,Good,Manhattan,-73.986955,40.718129
ZESE,2,Good,Good,Manhattan,-73.987544,40.71833
ZESE,2,Good,Good,Manhattan,-73.987544,40.71833
ZESE,3,Good,Good,Manhattan,-73.987866,40.718441
ZESE,2,Good,Good,Manhattan,-73.988081,40.718515
TICO,6,Excellent,Good,Manhattan,-73.984769,40.716446
QUPA,4,Good,Good,Manhattan,-73.984769,40.716446
UNKDEAD,3,Dead,Good,Manhattan,-73.984769,40.716446
PYCA,5,Good,Good,Manhattan,-73.984769,40.716446
